NO.	ANG	POL	book_unit_lesson	part_of_speech
1278	luxury	luksusowy	EL1_U3_L1	Słownictwo ogólne
1279	modern	nowoczesny	EL1_U3_L1	Słownictwo ogólne
1280	move in	wprowadzać się	EL1_U3_L1	Słownictwo ogólne
1281	move out	wyprowadzać się	EL1_U3_L1	Słownictwo ogólne
1282	neighbourhood	sąsiedztwo	EL1_U3_L1	Słownictwo ogólne
1283	noisy	hałaśliwy	EL1_U3_L1	Słownictwo ogólne
1284	old-fashioned	staroświecki	EL1_U3_L1	Słownictwo ogólne
1285	peaceful	spokojny	EL1_U3_L1	Słownictwo ogólne
1286	picturesque	malowniczy	EL1_U3_L1	Słownictwo ogólne
1287	property	nieruchomość, własność	EL1_U3_L1	Słownictwo ogólne
1288	quiet	cichy	EL1_U3_L1	Słownictwo ogólne
1289	refurbish	remontować	EL1_U3_L1	Słownictwo ogólne
1290	rent	wynająć od kogoś	EL1_U3_L1	Słownictwo ogólne
1291	shabby	zapuszczony	EL1_U3_L1	Słownictwo ogólne
1292	spacious	przestronny	EL1_U3_L1	Słownictwo ogólne
1293	storey	piętro	EL1_U3_L1	Słownictwo ogólne
1294	suburbs	przedmieścia	EL1_U3_L1	Słownictwo ogólne
1295	viewing	oglądanie	EL1_U3_L1	Słownictwo ogólne
1296	accountant	księgowy, księgowa	EL1_U3_L2	Zawody
1297	beautician	kosmetyczka	EL1_U3_L2	Zawody
1298	chef	szef kuchni	EL1_U3_L2	Zawody
1299	cleaner	sprzątaczka	EL1_U3_L2	Zawody
1300	electrician	elektryk	EL1_U3_L2	Zawody
1301	fashion designer	projektant mody	EL1_U3_L2	Zawody
1302	firefighter	strażak	EL1_U3_L2	Zawody
1303	graphic designer	grafik	EL1_U3_L2	Zawody
1304	interior designer	projektant wnetrz	EL1_U3_L2	Zawody
1305	journalist	dziennikarz	EL1_U3_L2	Zawody
1306	judge	sędzia	EL1_U3_L2	Zawody
1307	lawyer	prawnik	EL1_U3_L2	Zawody
1308	musician	muzyk	EL1_U3_L2	Zawody
1309	receptionist	recepcjonista	EL1_U3_L2	Zawody
1310	secretary	sekretarz	EL1_U3_L2	Zawody
1311	vet	lekarz weterynarii	EL1_U3_L2	Zawody
1312	waiter	kelner	EL1_U3_L2	Zawody
1313	waitress	kelnerka	EL1_U3_L2	Zawody
1314	broken	złamany	EL1_U3_L2	Słownictwo ogólne
1315	cluttered	zagracony	EL1_U3_L2	Słownictwo ogólne
1316	cutting edge	najnowocześniejszy	EL1_U3_L2	Słownictwo ogólne
1317	decorate	dekorować	EL1_U3_L2	Słownictwo ogólne
1318	flatmate	współlokator w mieszkaniu	EL1_U3_L2	Słownictwo ogólne
1319	freelance	wolny strzelec	EL1_U3_L2	Słownictwo ogólne
1320	full time	na pełny etat	EL1_U3_L2	Słownictwo ogólne
1321	funky	fajny	EL1_U3_L2	Słownictwo ogólne
1322	housemate	współlokator w domu	EL1_U3_L2	Słownictwo ogólne
1323	landlady	właścicielka wynajmująca dom	EL1_U3_L2	Słownictwo ogólne
1324	landlord	właściciel wynajmująca dom	EL1_U3_L2	Słownictwo ogólne
1325	part time	na częsć etatu	EL1_U3_L2	Słownictwo ogólne
1326	repaint	przemalować	EL1_U3_L2	Słownictwo ogólne
1327	roommate	współlokator w pokoju	EL1_U3_L2	Słownictwo ogólne
1328	self employed	samozatrudniony	EL1_U3_L2	Słownictwo ogólne
1329	share	dzielić	EL1_U3_L2	Słownictwo ogólne
1330	state of the art	najnowocześniejszy, najwyższej klasy	EL1_U3_L2	Słownictwo ogólne
1331	tidy	uporządkowany	EL1_U3_L2	Słownictwo ogólne
1332	untidy	nieuporządkowany, niechlujny	EL1_U3_L2	Słownictwo ogólne
1333	balance	równowaga, saldo	EL1_U3_L3	Słownictwo ogólne
1334	cost	kosztować	EL1_U3_L3	Słownictwo ogólne
1335	cover	pokrywać	EL1_U3_L3	Słownictwo ogólne
1336	deposit	depozyt, kaucja	EL1_U3_L3	Słownictwo ogólne
1337	down payment	zadatek, zaliczka	EL1_U3_L3	Słownictwo ogólne
1338	expect	oczekiwać	EL1_U3_L3	Słownictwo ogólne
1339	expenses	wydatki	EL1_U3_L3	Słownictwo ogólne
1340	friendly	przyjazny(-a)	EL1_U3_L3	Słownictwo ogólne
1341	get by	przetrwać	EL1_U3_L3	Słownictwo ogólne
1342	make ends meet	wiązać koniec z końcem	EL1_U3_L3	Słownictwo ogólne
1343	overtime	nadgodziny	EL1_U3_L3	Słownictwo ogólne
1344	owe	być dłużnym(-ą)	EL1_U3_L3	Słownictwo ogólne
1345	pay rise	podwyżka	EL1_U3_L3	Słownictwo ogólne
1346	promotion	awans	EL1_U3_L3	Słownictwo ogólne
1347	well-paid	dobrze płatny	EL1_U3_L3	Słownictwo ogólne
1348	around the clock	24 godziny na dobę	EL1_U3_L4	Słownictwo ogólne
1349	boss	szef, szefowa	EL1_U3_L4	Słownictwo ogólne
1350	business	biznes	EL1_U3_L4	Słownictwo ogólne
1351	career	kariera	EL1_U3_L4	Słownictwo ogólne
1352	company director	dyrektor firmy, dyrektorka firmy	EL1_U3_L4	Słownictwo ogólne
1353	illustrator	ilustrator, ilustratorka	EL1_U3_L4	Słownictwo ogólne
1354	junior	młodszy(-a)	EL1_U3_L4	Słownictwo ogólne
1355	lifestyle	styl życia	EL1_U3_L4	Słownictwo ogólne
1356	manager	menadżer, kierownik, kierowniczka	EL1_U3_L4	Słownictwo ogólne
1357	pace	tempo	EL1_U3_L4	Słownictwo ogólne
1358	pleasure	przyjemność	EL1_U3_L4	Słownictwo ogólne
1359	priority	priorytet	EL1_U3_L4	Słownictwo ogólne
1360	senior	starszy(-a)	EL1_U3_L4	Słownictwo ogólne
1361	whole	cały(-a)	EL1_U3_L4	Słownictwo ogólne
1362	bike	rower	EL1_U4_L1	Środki transportu
1363	bicycle	rower	EL1_U4_L1	Środki transportu
1364	coach	autokar	EL1_U4_L1	Środki transportu
1365	doubledecker bus	piętrowy autobus	EL1_U4_L1	Środki transportu
1366	ferry	prom	EL1_U4_L1	Środki transportu
1367	plane	samolot	EL1_U4_L1	Środki transportu
1368	taxi	taksówka	EL1_U4_L1	Środki transportu
1369	cab	taksówka	EL1_U4_L1	Środki transportu
1370	tram	tramwaj	EL1_U4_L1	Środki transportu
1371	streetcar	tramwaj	EL1_U4_L1	Środki transportu
1372	train	pociąg	EL1_U4_L1	Środki transportu
1373	subway	metro	EL1_U4_L1	Środki transportu
1374	underground	metro	EL1_U4_L1	Środki transportu
1375	admire	podziwiać	EL1_U4_L1	Słownictwo ogólne
1376	attraction	atrakcja	EL1_U4_L1	Słownictwo ogólne
1377	book a ticket	zarezerwować bilet	EL1_U4_L1	Słownictwo ogólne
1378	brochure	broszura	EL1_U4_L1	Słownictwo ogólne
1379	cancel	anulować	EL1_U4_L1	Słownictwo ogólne
1380	castle	zamek	EL1_U4_L1	Słownictwo ogólne
1381	change	wymienić, przesiąść się	EL1_U4_L1	Słownictwo ogólne
1382	crown jewels	klejnoty królewskie	EL1_U4_L1	Słownictwo ogólne
1383	department store	dom towarowy	EL1_U4_L1	Słownictwo ogólne
1384	destination	cel podróży	EL1_U4_L1	Słownictwo ogólne
1385	direct	bezpośredni	EL1_U4_L1	Słownictwo ogólne
1386	indirect	z przesiadkami	EL1_U4_L1	Słownictwo ogólne
1387	exchange money	wymieniać pieniądze	EL1_U4_L1	Słownictwo ogólne
1388	foreign	zagraniczny(-a), obcy(-a)	EL1_U4_L1	Słownictwo ogólne
1389	funfair	wesołe miasteczko	EL1_U4_L1	Słownictwo ogólne
1390	get delayed	mieć opóźnienie, spóźnić się	EL1_U4_L1	Słownictwo ogólne
1391	give my love to your	pozdrów	EL1_U4_L1	Słownictwo ogólne
1392	guide	przewodnik, przewodniczka	EL1_U4_L1	Słownictwo ogólne
1393	guidebook	przewodnik(książka)	EL1_U4_L1	Słownictwo ogólne
1394	guided tour	wycieczka z przewodnikiem	EL1_U4_L1	Słownictwo ogólne
1395	I'm free on	Jestem wolna w	EL1_U4_L1	Słownictwo ogólne
1396	insurance	ubezpieczenie	EL1_U4_L1	Słownictwo ogólne
1397	it'll be better	będzie lepiej	EL1_U4_L1	Słownictwo ogólne
1398	passport	paszport	EL1_U4_L1	Słownictwo ogólne
1399	preparations	przygotowania	EL1_U4_L1	Słownictwo ogólne
1400	prison	więzienie	EL1_U4_L1	Słownictwo ogólne
1401	properly	porządnie	EL1_U4_L1	Słownictwo ogólne
1402	rely on	polegać na	EL1_U4_L1	Słownictwo ogólne
1403	suspension bridge	most wiszący	EL1_U4_L1	Słownictwo ogólne
1404	the changing of the guard	zmiana warty	EL1_U4_L1	Słownictwo ogólne
1405	the view from above	widok z góry	EL1_U4_L1	Słownictwo ogólne
1406	think over	przemyśleć coś	EL1_U4_L1	Słownictwo ogólne
1407	tourist	turysta, turystka	EL1_U4_L1	Słownictwo ogólne
1408	visit	odwiedzać	EL1_U4_L1	Słownictwo ogólne
1409	see the sights	zobaczyć zabytki	EL1_U4_L1	Słownictwo ogólne
1410	go sightseeing	zwiedzać	EL1_U4_L1	Słownictwo ogólne
1411	visitor	odwiedzający	EL1_U4_L1	Słownictwo ogólne
1412	accomodation	zakwaterowanie	EL1_U4_L2	Rodzaje zakwaterowania
1413	bed and breakfast	pensjonat	EL1_U4_L2	Rodzaje zakwaterowania
1414	bridal suite	apartament małżeński	EL1_U4_L2	Rodzaje zakwaterowania
1415	campsite	kemping	EL1_U4_L2	Rodzaje zakwaterowania
1416	caravan	przyczepa kempingowa / przyczepa	EL1_U4_L2	Rodzaje zakwaterowania
1417	trailer	przyczepa kempingowa / przyczepa	EL1_U4_L2	Rodzaje zakwaterowania
1418	double room	pokój dwuosobowy (łoże małżeńskie)	EL1_U4_L2	Rodzaje zakwaterowania
1419	guesthouse	pensjonat	EL1_U4_L2	Rodzaje zakwaterowania
1420	boarding house	pensjonat	EL1_U4_L2	Rodzaje zakwaterowania
1421	holiday house	dom letniskowy (dwa łóżka)	EL1_U4_L2	Rodzaje zakwaterowania
1422	summer house	dom letniskowy (dwa łóżka)	EL1_U4_L2	Rodzaje zakwaterowania
1423	hotel	hotel	EL1_U4_L2	Rodzaje zakwaterowania
1424	single room	pokój jednoosobowy	EL1_U4_L2	Rodzaje zakwaterowania
1425	suite	apartament	EL1_U4_L2	Rodzaje zakwaterowania
1426	tent	namiot	EL1_U4_L2	Rodzaje zakwaterowania
1427	twin room	pokój dwuosobowy (dwa łóżka)	EL1_U4_L2	Rodzaje zakwaterowania
1428	youth hostel	hostel, schronisko młodzieżowe	EL1_U4_L2	Rodzaje zakwaterowania
1429	air conditioning	klimatyzacja	EL1_U4_L2	Hotel - słownictwo
1430	en suite	łazienka przylegająca do pokoju / pokój z łazienką	EL1_U4_L2	Hotel - słownictwo
1431	bunk bed	łóżko piętrowe	EL1_U4_L2	Hotel - słownictwo
1432	check in	zameldować się	EL1_U4_L2	Hotel - słownictwo
1433	check out	wymeldować się	EL1_U4_L2	Hotel - słownictwo
1434	confirm booking	potwierdzić rezerwację	EL1_U4_L2	Hotel - słownictwo
1435	confirmation	potwierdzenie	EL1_U4_L2	Hotel - słownictwo
1436	definitely	zdecydowanie	EL1_U4_L2	Hotel - słownictwo
1437	disabled	niepełnosprawny	EL1_U4_L2	Hotel - słownictwo
1438	facilities	udogodnienia, atrakcje	EL1_U4_L2	Hotel - słownictwo
1439	fairly	całkiem	EL1_U4_L2	Hotel - słownictwo
1440	guest	gość	EL1_U4_L2	Hotel - słownictwo
1441	identification document	dowód osobisty	EL1_U4_L2	Hotel - słownictwo
1442	key	klucz	EL1_U4_L2	Hotel - słownictwo
1443	lift	winda	EL1_U4_L2	Hotel - słownictwo
1444	elevator	winda	EL1_U4_L2	Hotel - słownictwo
1445	lounge	hol	EL1_U4_L2	Hotel - słownictwo
1446	lost	zgubiony(-a)	EL1_U4_L2	Hotel - słownictwo
1447	maid	pokojówka / sprzątaczka	EL1_U4_L2	Hotel - słownictwo
1448	cleaning lady	pokojówka / sprzątaczka	EL1_U4_L2	Hotel - słownictwo
1449	make enquiries	zadawać pytania	EL1_U4_L2	Hotel - słownictwo
1450	staff	obsługa	EL1_U4_L2	Hotel - słownictwo
1451	tip	napiwek	EL1_U4_L2	Hotel - słownictwo
1452	towel	ręcznik	EL1_U4_L2	Hotel - słownictwo
1453	vanity bag	kosmetyczka	EL1_U4_L2	Hotel - słownictwo
1454	wheelchair ramp	podjazd dla wózków inwalidzkich	EL1_U4_L2	Hotel - słownictwo
1455	with a view of	z widokiem na	EL1_U4_L2	Hotel - słownictwo
1456	Are there any facilities for the disabled?	Czy hotel jest przystosowany dla osób niepełnosprawnych?	EL1_U4_L2	Hotel - przydatne wyrażenia
1457	Can I have	Czy mogę prosić o	EL1_U4_L2	Hotel - przydatne wyrażenia
1458	Do not disturb	Nie przeszkadzać!	EL1_U4_L2	Hotel - przydatne wyrażenia
1459	I feel like ... (going on a trip)	Mam ochotę ... (pojechać na wycieczkę)	EL1_U4_L2	Hotel - przydatne wyrażenia
1460	Is breakfast included?	Czy śniadanie jest wliczone w cenę?	EL1_U4_L2	Hotel - przydatne wyrażenia
1461	How long are you staying?	Jak długo zostajesz? Jak długo chcą państwo zostać?	EL1_U4_L2	Hotel - przydatne wyrażenia
1462	I'll take it.	Wezmę.	EL1_U4_L2	Hotel - przydatne wyrażenia
1463	Let me check	Sprawdzę.	EL1_U4_L2	Hotel - przydatne wyrażenia
1464	spring	wiosna	EL1_U4_L2	Pory roku
1465	summer	lato	EL1_U4_L2	Pory roku
1466	autumn	jesień	EL1_U4_L2	Pory roku
1467	fall	jesień	EL1_U4_L2	Pory roku
1468	winter	zima	EL1_U4_L2	Pory roku
1469	blow	wiać	EL1_U4_L2	Słownictwo ogólne
1470	boiling	bardzo gorąco	EL1_U4_L2	Słownictwo ogólne
1471	cold	zimno	EL1_U4_L2	Słownictwo ogólne
1472	cool	chłodno	EL1_U4_L2	Słownictwo ogólne
1473	coral reef	rafa koralowa	EL1_U4_L2	Słownictwo ogólne
1474	fall	spadać	EL1_U4_L2	Słownictwo ogólne
1475	freezing	bardzo zimno	EL1_U4_L2	Słownictwo ogólne
1476	foggy	mgliście	EL1_U4_L2	Słownictwo ogólne
1477	grass	trawa	EL1_U4_L2	Słownictwo ogólne
1478	hot	gorąco	EL1_U4_L2	Słownictwo ogólne
1479	leaf	liść	EL1_U4_L2	Słownictwo ogólne
1480	leaves	liście	EL1_U4_L2	Słownictwo ogólne
1481	lightning	piorun	EL1_U4_L2	Słownictwo ogólne
1482	rainy	deszczowo	EL1_U4_L2	Słownictwo ogólne
1483	snorkel	nurkować (używając maski)	EL1_U4_L2	Słownictwo ogólne
1484	snowman	bałwan	EL1_U4_L2	Słownictwo ogólne
1485	snowy	śnieżnie	EL1_U4_L2	Słownictwo ogólne
1486	storm	burza, sztorm	EL1_U4_L2	Słownictwo ogólne
1487	temperature	temperatura	EL1_U4_L2	Słownictwo ogólne
1488	thunder	grzmot	EL1_U4_L2	Słownictwo ogólne
1489	warm	ciepło	EL1_U4_L2	Słownictwo ogólne
1490	warm up	rozgrzać się	EL1_U4_L2	Słownictwo ogólne
1491	windy	wietrznie	EL1_U4_L2	Słownictwo ogólne
1492	any more	już nie, więcej nie	EL1_U4_L3	Słownictwo ogólne
1493	enough	wystarczająco	EL1_U4_L3	Słownictwo ogólne
1494	fall	upaść	EL1_U4_L3	Słownictwo ogólne
1495	fall asleep	zasnąć	EL1_U4_L3	Słownictwo ogólne
1496	fly away	odlecieć	EL1_U4_L3	Słownictwo ogólne
1497	get back	wrócić, powrócić	EL1_U4_L3	Słownictwo ogólne
1498	get shorter	stawać się krótszym	EL1_U4_L3	Słownictwo ogólne
1499	get there	dojechać	EL1_U4_L3	Słownictwo ogólne
1500	migrate	migrować	EL1_U4_L3	Słownictwo ogólne
1501	much more	dużo więcej	EL1_U4_L3	Słownictwo ogólne
1502	spill	wylać	EL1_U4_L3	Słownictwo ogólne
1503	all over the world	na całym świecie	EL1_U4_L4	Słownictwo ogólne
1504	apparently	podobno, najwidoczniej	EL1_U4_L4	Słownictwo ogólne
1505	arrive	przyjechać	EL1_U4_L4	Słownictwo ogólne
1506	certificate	certyfikat	EL1_U4_L4	Słownictwo ogólne
1507	depart	odjechać	EL1_U4_L4	Słownictwo ogólne
1508	details	szczegóły	EL1_U4_L4	Słownictwo ogólne
1509	fortunately	na szczęście	EL1_U4_L4	Słownictwo ogólne
1510	gap year	rok wolny od nauki	EL1_U4_L4	Słownictwo ogólne
1511	graduate from	ukończyć	EL1_U4_L4	Słownictwo ogólne
1512	intern	stażysta	EL1_U4_L4	Słownictwo ogólne
1513	improve	poprawiać, polepszać	EL1_U4_L4	Słownictwo ogólne
1514	line	linia, kolejka	EL1_U4_L4	Słownictwo ogólne
1515	oh gosh	o kurczę!	EL1_U4_L4	Słownictwo ogólne
1516	padlock	kłódka	EL1_U4_L4	Słownictwo ogólne
1517	pick somebody up	odebrać kogoś	EL1_U4_L4	Słownictwo ogólne
1518	queue	kolejka	EL1_U4_L4	Słownictwo ogólne
1519	remind	przypomnieć	EL1_U4_L4	Słownictwo ogólne
1520	roll on	kontynuować	EL1_U4_L4	Słownictwo ogólne
1521	souvenir	pamiątka	EL1_U4_L4	Słownictwo ogólne
1522	suitable	odpowiedni, -a, -e	EL1_U4_L4	Słownictwo ogólne
1523	take a gap year	zrobić przerwę w nauce	EL1_U4_L4	Słownictwo ogólne
1524	volunteer	wolontariusz	EL1_U4_L4	Słownictwo ogólne
1525	waterproof	wodoodporny	EL1_U4_L4	Słownictwo ogólne
1526	awful	okropny(-a)	EL1_U5_L1	Słownictwo ogólne
1527	bland	mdły(-a)	EL1_U5_L1	Słownictwo ogólne
1528	cheapskate	sknera	EL1_U5_L1	Słownictwo ogólne
1529	chips	frytki	EL1_U5_L1	Słownictwo ogólne
1530	chocolate	czekolada	EL1_U5_L1	Słownictwo ogólne
1531	crisps	czipsy	EL1_U5_L1	Słownictwo ogólne
1532	delicious	smaczny	EL1_U5_L1	Słownictwo ogólne
1533	dish	danie, potrawa	EL1_U5_L1	Słownictwo ogólne
1534	fussy	wybredny(-a)	EL1_U5_L1	Słownictwo ogólne
1535	greasy	tłusty(-a)	EL1_U5_L1	Słownictwo ogólne
1536	horrible	okropny(-a)	EL1_U5_L1	Słownictwo ogólne
1537	lazy	leniwy(-a)	EL1_U5_L1	Słownictwo ogólne
1538	meal	posiłek	EL1_U5_L1	Słownictwo ogólne
1539	sour	kwaśny(-a)	EL1_U5_L1	Słownictwo ogólne
1540	spicy	pikantny(-a)	EL1_U5_L1	Słownictwo ogólne
1541	starve	umierać z głodu, głodować	EL1_U5_L1	Słownictwo ogólne
1542	sweet	słodki(-a)	EL1_U5_L1	Słownictwo ogólne
1543	tasty	smaczny(-a)	EL1_U5_L1	Słownictwo ogólne
1544	vegetarian	wegetarianin, wegetarianka	EL1_U5_L1	Słownictwo ogólne
1545	bean soup	zupa fasolowa	EL1_U5_L2	Jedzenie / dania główne
1546	borsch	barszcz	EL1_U5_L2	Jedzenie / dania główne
1547	broth	rosół	EL1_U5_L2	Jedzenie / dania główne
1548	buckwheat	gryka / kasza gryczana	EL1_U5_L2	Jedzenie / dania główne
1549	casserole	zapiekanka	EL1_U5_L2	Jedzenie / dania główne
1550	chicken filet	filet z kurczaka	EL1_U5_L2	Jedzenie / dania główne
1551	chocolate pudding	pudding czekoladowy	EL1_U5_L2	Jedzenie / dania główne
1552	cucumber soup	zupa ogórkowa	EL1_U5_L2	Jedzenie / dania główne
1553	dessert	deser	EL1_U5_L2	Jedzenie / dania główne
1554	goulash	gulasz	EL1_U5_L2	Jedzenie / dania główne
1555	gravy	sos	EL1_U5_L2	Jedzenie / dania główne
1556	lasagne	lasagna	EL1_U5_L2	Jedzenie / dania główne
1557	main course	główne danie	EL1_U5_L2	Jedzenie / dania główne
1558	mashed potatoes	puree ziemniaczane	EL1_U5_L2	Jedzenie / dania główne
1559	millet	kasza jaglana	EL1_U5_L2	Jedzenie / dania główne
1560	meatballs	kulki z mięsa mielonego	EL1_U5_L2	Jedzenie / dania główne
1561	mushroom soup	zupa grzybowa	EL1_U5_L2	Jedzenie / dania główne
1562	pancake	naleśnik, placki, racuch	EL1_U5_L2	Jedzenie / dania główne
1563	pea soup	zupa z groszku, grochówka	EL1_U5_L2	Jedzenie / dania główne
1564	pork chop	kotlet schabowy	EL1_U5_L2	Jedzenie / dania główne
1565	prawn salad	sałatka z krewetkami	EL1_U5_L2	Jedzenie / dania główne
1566	smoked eel	wędzony węgorz	EL1_U5_L2	Jedzenie / dania główne
1567	smoked salmon	wędzony łosoś	EL1_U5_L2	Jedzenie / dania główne
1568	starter	przystawka	EL1_U5_L2	Jedzenie / dania główne
1569	tomato soup	zupa pomidorowa	EL1_U5_L2	Jedzenie / dania główne
1570	tripe	flaki	EL1_U5_L2	Jedzenie / dania główne
1571	vegetable soup	zupa warzywna	EL1_U5_L2	Jedzenie / dania główne
1572	well-done	dobrze wypieczony stek	EL1_U5_L2	Jedzenie / dania główne
1573	medium	średnio wypieczony stek	EL1_U5_L2	Jedzenie / dania główne
1574	rare steak	krwisty stek	EL1_U5_L2	Jedzenie / dania główne
1575	coke	cola	EL1_U5_L2	Napoje
1576	dry wine	wytrawne wino	EL1_U5_L2	Napoje
1577	ground coffee	kawa mielona	EL1_U5_L2	Napoje
1578	herbal tea	herbata ziołowa	EL1_U5_L2	Napoje
1579	instant coffee	kawa rozpuszczalna	EL1_U5_L2	Napoje
1580	lemonade	lemoniada	EL1_U5_L2	Napoje
1581	semisweet wine	półsłodkie wino	EL1_U5_L2	Napoje
1582	soft drinks	napoje bezalkoholowe	EL1_U5_L2	Napoje
1583	sparkling mineral water	woda mineralna gazowana	EL1_U5_L2	Napoje
1584	still mineral water	woda mineralna niegazowana	EL1_U5_L2	Napoje
1585	sweet wine	słodkie wino	EL1_U5_L2	Napoje
1586	anniversary	rocznica	EL1_U5_L2	Słownictwo ogólne
1587	building site	budowa	EL1_U5_L2	Słownictwo ogólne
1588	entertaining	rozrywkowe	EL1_U5_L2	Słownictwo ogólne
1589	feast	uczta	EL1_U5_L2	Słownictwo ogólne
1590	grumpy	marudny	EL1_U5_L2	Słownictwo ogólne
1591	keep the noise down	bądź cicho	EL1_U5_L2	Słownictwo ogólne
1592	misery guts	maruda	EL1_U5_L2	Słownictwo ogólne
1593	move to table	przesiąść się do	EL1_U5_L2	Słownictwo ogólne
1594	naughty	niegrzeczny	EL1_U5_L2	Słownictwo ogólne
1595	order	zamówienie, zamówić	EL1_U5_L2	Słownictwo ogólne
1596	quiet	cicho	EL1_U5_L2	Słownictwo ogólne
1597	starter	przystawka	EL1_U5_L2	Słownictwo ogólne
1598	apple pie	szarlotka	EL1_U5_L3	Jedzenie
1599	basil	bazylia	EL1_U5_L3	Jedzenie
1600	beef	wołowina	EL1_U5_L3	Jedzenie
1601	beetroot	burak	EL1_U5_L3	Jedzenie
1602	carrot	marchewka	EL1_U5_L3	Jedzenie
1603	cherry	wiśnia	EL1_U5_L3	Jedzenie
1604	chives	szczypior, szczypiorek	EL1_U5_L3	Jedzenie
1605	cinnamon	cynamon	EL1_U5_L3	Jedzenie
1606	clear soup	przejrzysta zupa	EL1_U5_L3	Jedzenie
1607	cod	dorsz	EL1_U5_L3	Jedzenie
1608	cucumber	ogórek	EL1_U5_L3	Jedzenie
1609	grapes	winogrona	EL1_U5_L3	Jedzenie
1610	herbal tea	herbata ziołowa	EL1_U5_L3	Jedzenie
1611	ketchup	ketchup	EL1_U5_L3	Jedzenie
1612	lettuce	sałata	EL1_U5_L3	Jedzenie
1613	mayonnaise	majonez	EL1_U5_L3	Jedzenie
1614	mustard	musztarda	EL1_U5_L3	Jedzenie
1615	mutton	baranina	EL1_U5_L3	Jedzenie
1616	olive oil	oliwa z oliwek	EL1_U5_L3	Jedzenie
1617	paprika	papryka	EL1_U5_L3	Jedzenie
1618	parsley	pietruszka	EL1_U5_L3	Jedzenie
1619	peach	brzoskwinia	EL1_U5_L3	Jedzenie
1620	peas	groszek	EL1_U5_L3	Jedzenie
1621	pepper	pieprz	EL1_U5_L3	Jedzenie
1622	pineapple	ananas	EL1_U5_L3	Jedzenie
1623	pork	wieprzowina	EL1_U5_L3	Jedzenie
1624	pumpkin	dynia	EL1_U5_L3	Jedzenie
1625	rice	ryż	EL1_U5_L3	Jedzenie
1626	roast meat	pieczone mięso	EL1_U5_L3	Jedzenie
1627	salad dressing	sos do sałatki	EL1_U5_L3	Jedzenie
1628	salt	sól	EL1_U5_L3	Jedzenie
1629	sugar	cukier	EL1_U5_L3	Jedzenie
1630	turkey	indyk	EL1_U5_L3	Jedzenie
1631	veal	cielęcina	EL1_U5_L3	Jedzenie
1632	venison	dziczyzna	EL1_U5_L3	Jedzenie
1633	vinegar	ocet	EL1_U5_L3	Jedzenie
1634	with noodles	z makaronem, z kluskami	EL1_U5_L3	Jedzenie
1635	thick soup	gęsta zupa	EL1_U5_L3	Jedzenie
1636	bill	rachunek	EL1_U5_L3	Restauracja słownictwo
1637	check	rachunek	EL1_U5_L3	Restauracja słownictwo
1638	book a table	zarezerwować stolik	EL1_U5_L3	Restauracja słownictwo
1639	chef	szef kuchni	EL1_U5_L3	Restauracja słownictwo
1640	complain	składać skargę lub zażalenie	EL1_U5_L3	Restauracja słownictwo
1641	course	danie	EL1_U5_L3	Restauracja słownictwo
1642	cuisine	kuchnia (np. włoska)	EL1_U5_L3	Restauracja słownictwo
1643	dish (meal)	potrawa	EL1_U5_L3	Restauracja słownictwo
1644	leave a tip	zostawić napiwek	EL1_U5_L3	Restauracja słownictwo
1645	menu	menu	EL1_U5_L3	Restauracja słownictwo
1646	order	zamówienie	EL1_U5_L3	Restauracja słownictwo
1647	recommend	polecać	EL1_U5_L3	Restauracja słownictwo
1648	salt shaker	solniczka	EL1_U5_L3	Restauracja słownictwo
1649	serve	obsługiwać	EL1_U5_L3	Restauracja słownictwo
1650	specialty	specjalność	EL1_U5_L3	Restauracja słownictwo
1651	starter	przystawka, pierwsze dania	EL1_U5_L3	Restauracja słownictwo
1652	supper	kolacja	EL1_U5_L3	Restauracja słownictwo
1653	table	stół	EL1_U5_L3	Restauracja słownictwo
1654	tip	napiwek	EL1_U5_L3	Restauracja słownictwo
1655	tray	taca	EL1_U5_L3	Restauracja słownictwo
1656	waiter	kelner	EL1_U5_L3	Restauracja słownictwo
1657	waitress	kelnerka	EL1_U5_L3	Restauracja słownictwo
1658	bad luck	nieszczęście	EL1_U5_L3	Słownictwo ogólne
1659	for goodness sake	na litość boską	EL1_U5_L3	Słownictwo ogólne
1660	interrupt	przeszkadzać	EL1_U5_L3	Słownictwo ogólne
1661	inexperienced	niedoświadczony	EL1_U5_L3	Słownictwo ogólne
1662	pass away	odejść, umrzeć	EL1_U5_L3	Słownictwo ogólne
1663	properly	właściwie	EL1_U5_L3	Słownictwo ogólne
1664	share	dzielić	EL1_U5_L3	Słownictwo ogólne
1665	bowl	miska, czarka	EL1_U5_L4	Naczynia i sztućce
1666	candle	świeczka	EL1_U5_L4	Naczynia i sztućce
1667	corkscrew	korkociąg	EL1_U5_L4	Naczynia i sztućce
1668	cup	filiżanka, kubeczek	EL1_U5_L4	Naczynia i sztućce
1669	cutlery	sztućce	EL1_U5_L4	Naczynia i sztućce
1670	dish	danie, naczynie	EL1_U5_L4	Naczynia i sztućce
1671	fork	widelec	EL1_U5_L4	Naczynia i sztućce
1672	glass	szklanka, kieliszek	EL1_U5_L4	Naczynia i sztućce
1673	knife	nóż	EL1_U5_L4	Naczynia i sztućce
1674	mug	kubek	EL1_U5_L4	Naczynia i sztućce
1675	plate	talerz	EL1_U5_L4	Naczynia i sztućce
